gene_ko,RNA_ID,Monomer_ID,Process,KO_index
ytfT,EG12520_RNA,YTFT-MONOMER,Metabolism,2281
garD,EG12522_RNA,GALACTARDEHYDRA-MONOMER,Metabolism,2282
mgtA,EG12525_RNA,MGTA-MONOMER,Metabolism,2283
idnT,EG12539_RNA,YJGT-MONOMER,Metabolism,2284
nanX,EG12544_RNA,YJHB-MONOMER,Metabolism,2285
gntP,EG12563_RNA,GNTP-MONOMER,Metabolism,2290
mdtM,EG12576_RNA,YJIO-MONOMER,Metabolism,2291
lgoT,EG12587_RNA,YJIZ-MONOMER,Metabolism,2292
opgB,EG12591_RNA,PGLYCEROLTRANSI-MONOMER,Metabolism,2293
yjjX,EG12600_RNA,EG12600-MONOMER,Metabolism,2294
fabF,EG12606_RNA,3-OXOACYL-ACP-SYNTHII-MONOMER,Metabolism,2296
rluA,EG12609_RNA,EG12609-MONOMER,Metabolism,2298
dppB,EG12625_RNA,DPPB-MONOMER,Metabolism,2304
dppC,EG12626_RNA,DPPC-MONOMER,Metabolism,2305
dppD,EG12627_RNA,DPPD-MONOMER,Metabolism,2306
dppF,EG12628_RNA,DPPF-MONOMER,Metabolism,2307
gntK,EG12629_RNA,GLUCONOKINII-MONOMER,Metabolism,2308
gntU,EG12631_RNA,GNTU-MONOMER,Metabolism,2310
nudF,EG12633_RNA,EG12633-MONOMER,Metabolism,2311
mdaB,EG12656_RNA,EG12656-MONOMER,Metabolism,2313
gltJ,EG12661_RNA,GLTJ-MONOMER,Metabolism,2316
gltK,EG12662_RNA,GLTK-MONOMER,Metabolism,2317
gltL,EG12663_RNA,GLTL-MONOMER,Metabolism,2318
lpxH,EG12666_RNA,EG12666-MONOMER,Metabolism,2319
grxB,EG12688_RNA,GRXB-MONOMER,Metabolism,2320
nudL,EG12693_RNA,EG12693-MONOMER,Metabolism,2325
luxS,EG12712_RNA,EG12712-MONOMER,Metabolism,2336
yddG,EG12713_RNA,EG12713-MONOMER,Metabolism,2337
dxr,EG12715_RNA,DXPREDISOM-MONOMER,Metabolism,2338
sstT,EG12732_RNA,YGJU-MONOMER,Metabolism,2341
uxaA,EG12734_RNA,ALTRODEHYDRAT-MONOMER,Metabolism,2342
exuT,EG12738_RNA,EXUT-MONOMER,Metabolism,2343
garP,EG12760_RNA,YHAU-MONOMER,Metabolism,2346
kbaY,EG12768_RNA,TAGAALDOL1-MONOMER,Metabolism,2347
abgT,EG12853_RNA,ABGT-MONOMER,Metabolism,2366
ampH,EG12867_RNA,EG12867-MONOMER,Metabolism,2375
tusE,EG12876_RNA,EG12876-MONOMER,Metabolism,2380
dgcN,EG12880_RNA,EG12880-MONOMER,Metabolism,2384
gss,EG12882_RNA,GSP-MONOMER,Metabolism,2385
pitB,EG12883_RNA,PITB-MONOMER,Metabolism,2386
frlA,EG12908_RNA,YHFM-MONOMER,Metabolism,2388
glk,EG12957_RNA,GLUCOKIN-MONOMER,Metabolism,2390
tynA,EG13139_RNA,AMINEOXID-MONOMER,Metabolism,2391
xapB,EG13159_RNA,XAPB-MONOMER,Metabolism,2392
mngA,EG13235_RNA,HRSA-MONOMER,Metabolism,2396
mngB,EG13236_RNA,EG13236-MONOMER,Metabolism,2397
cobU,EG13238_RNA,COBU-MONOMER,Metabolism,2398
aqpZ,EG13270_RNA,AQPZ-MONOMER,Metabolism,2399
emrY,EG13283_RNA,EMRY-MONOMER,Metabolism,2400
dctA,EG20044_RNA,DCTA-MONOMER,Metabolism,2401
dgoA,EG20049_RNA,DEHYDDEOXPHOSGALACT-ALDOL-MONOMER,Metabolism,2402
dgoK,EG20051_RNA,DEHYDDEOXGALACTKIN-MONOMER,Metabolism,2403
dgoT,EG20053_RNA,YIDT-MONOMER,Metabolism,2404
glcB,EG20080_RNA,MALSYNG-MONOMER,Metabolism,2405
gpsA,EG20091_RNA,GLYC3PDEHYDROGBIOSYN-MONOMER,Metabolism,2406
hpt,EG20098_RNA,HYPOXANPRIBOSYLTRAN-MONOMER,Metabolism,2407
kefB,EG20110_RNA,KEFB-MONOMER,Metabolism,2408
pta,EG20173_RNA,PHOSACETYLTRANS-MONOMER,Metabolism,2409
uxuB,EG20248_RNA,MANNONOXIDOREDUCT-MONOMER,Metabolism,2410
xylF,EG20252_RNA,XYLF-MONOMER,Metabolism,2412
nrdE,EG20257_RNA,NRDE-MONOMER,Metabolism,2414
rplU,EG50001_RNA,EG50001-MONOMER,Translation,2524
rpmA,EG50002_RNA,EG50002-MONOMER,Translation,2525
nfsB,EG50005_RNA,DIHYDROPTERIREDUCT-MONOMER,Metabolism,2528
eutB,EG50006_RNA,EUTB-MONOMER,Metabolism,2529
eutC,EG50007_RNA,EUTC-MONOMER,Metabolism,2530
gadA,EG50009_RNA,GLUTDECARBOXA-MONOMER,Metabolism,2531
frmA,EG50010_RNA,ADHC-MONOMER,Metabolism,2532
folP,EG50011_RNA,H2PTEROATESYNTH-MONOMER,Metabolism,2533
kdpF,G0-10439_RNA,MONOMER0-12,Metabolism,2544
cydX,G0-10441_RNA,MONOMER0-2663,Metabolism,2546
arnE,G0-10460_RNA,MONOMER0-2682,Metabolism,2560
appX,G0-10588_RNA,MONOMER0-2817,Metabolism,2603
cydH,G0-10594_RNA,MONOMER0-2822,Metabolism,2609
glcF,G0-8601_RNA,MONOMER0-561,Metabolism,2799
pdxB,G0-9461_RNA,ERYTHRON4PDEHYDROG-MONOMER,Metabolism,2846
yajL,G198_RNA,HMP-KIN-MONOMER,Metabolism,2869
sapC,G2000_RNA,SAPC-MONOMER,Metabolism,2870
sapB,G2001_RNA,SAPB-MONOMER,Metabolism,2871
fadH,G36_RNA,DIENOYLCOAREDUCT-MONOMER,Metabolism,2876
nanT,G436_RNA,NANT-MONOMER,Metabolism,2890
bglA,G495_RNA,G495-MONOMER,Metabolism,2891
maa,G58_RNA,MALTACETYLTRAN-MONOMER,Metabolism,2892
ldhA,G592_RNA,DLACTDEHYDROGNAD-MONOMER,Metabolism,2893
ispU,G6092_RNA,UPPSYN-MONOMER,Metabolism,2901
ldcC,G6094_RNA,LDC2-MONOMER,Metabolism,2903
tilS,G6096_RNA,G6096-MONOMER,Metabolism,2905
gloB,G6099_RNA,GLYOXII-MONOMER,Metabolism,2908
yafV,G6103_RNA,G6103-MONOMER,Metabolism,2911
fadE,G6105_RNA,ACYLCOADEHYDROG-MONOMER,Metabolism,2913
gmhA,G6106_RNA,G6106-MONOMER,Metabolism,2914
dpaA,G6108_RNA,G6108-MONOMER,Metabolism,2916
mmuP,G6135_RNA,B0260-MONOMER,Metabolism,2938
mmuM,G6136_RNA,MMUM-MONOMER,Metabolism,2939
yagE,G6140_RNA,G6140-MONOMER,Metabolism,2942
yagF,G6141_RNA,G6141-MONOMER,Metabolism,2943
paoC,G6155_RNA,G6155-MONOMER,Metabolism,2957
paoB,G6156_RNA,G6156-MONOMER,Metabolism,2958
paoA,G6157_RNA,G6157-MONOMER,Metabolism,2959
rclA,G6174_RNA,G6174-MONOMER,Metabolism,2974
yahK,G6190_RNA,G6190-MONOMER,Metabolism,2988
prpB,G6196_RNA,G6196-MONOMER,Metabolism,2994
prpC,G6198_RNA,G6198-MONOMER,Metabolism,2995
prpD,G6199_RNA,G6199-MONOMER,Metabolism,2996
prpE,G6200_RNA,G6200-MONOMER,Metabolism,2997
mhpE,G6205_RNA,MHPELY-MONOMER,Metabolism,2999
mhpT,G6206_RNA,MHPT-MONOMER,Metabolism,3000
frmB,G6208_RNA,G6208-MONOMER,Metabolism,3002
tauA,G6217_RNA,TAUA-MONOMER,Metabolism,3009
tauB,G6218_RNA,TAUB-MONOMER,Metabolism,3010
tauC,G6219_RNA,TAUC-MONOMER,Metabolism,3011
thiL,G6234_RNA,THI-P-KIN-MONOMER,Metabolism,3020
dxs,G6237_RNA,DXS-MONOMER,Metabolism,3022
thiI,G6238_RNA,THII-MONOMER,Metabolism,3023
panE,G6239_RNA,2-DEHYDROPANTOATE-REDUCT-MONOMER,Metabolism,3024
fadM,G6244_RNA,G6244-MONOMER,Metabolism,3029
queC,G6245_RNA,G6245-MONOMER,Metabolism,3030
cof,G6246_RNA,G6246-MONOMER,Metabolism,3031
fsr,G6256_RNA,FSR-MONOMER,Metabolism,3039
glsA,G6261_RNA,G6261-MONOMER,Metabolism,3043
ybbO,G6269_RNA,G6269-MONOMER,Metabolism,3051
allA,G6275_RNA,G6275-MONOMER,Metabolism,3055
hyi,G6277_RNA,G6277-MONOMER,Metabolism,3057
glxR,G6278_RNA,G6278-MONOMER,Metabolism,3058
allB,G6281_RNA,G6281-MONOMER,Metabolism,3060
glxK,G6283_RNA,GLY3KIN-MONOMER,Metabolism,3062
allE,G6284_RNA,G6284-MONOMER,Metabolism,3063
allC,G6285_RNA,G6285-MONOMER,Metabolism,3064
allD,G6286_RNA,G6286-MONOMER,Metabolism,3065
fdrA,G6287_RNA,G6287-MONOMER,Metabolism,3066
rrrD,G6310_RNA,G6310-MONOMER,Metabolism,3085
cusS,G6318_RNA,G6318-MONOMER,Metabolism,3092
cusC,G6320_RNA,G6320-MONOMER,Metabolism,3094
cusF,G6321_RNA,G6321-MONOMER,Metabolism,3095
cusB,G6322_RNA,G6322-MONOMER,Metabolism,3096
ybdK,G6326_RNA,G6326-MONOMER,Metabolism,3100
ybdL,G6329_RNA,G6329-MONOMER,Metabolism,3102
dsbG,G6333_RNA,DSBG-MONOMER,Metabolism,3106
citT,G6338_RNA,B0612-MONOMER,Metabolism,3110
citG,G6339_RNA,G6339-MONOMER,Metabolism,3111
citX,G6340_RNA,G6340-MONOMER,Metabolism,3112
citC,G6344_RNA,CITC-MONOMER,Metabolism,3116
dcuC,G6347_RNA,DCUC-MONOMER,Metabolism,3119
cobC,G6349_RNA,RIBAZOLEPHOSPHAT-MONOMER,Metabolism,3120
nadD,G6350_RNA,NICONUCADENYLYLTRAN-MONOMER,Metabolism,3121
rihA,G6358_RNA,G6358-MONOMER,Metabolism,3129
gltI,G6359_RNA,G6359-MONOMER,Metabolism,3130
miaB,G6364_RNA,G6364-MONOMER,Metabolism,3135
ubiF,G6365_RNA,OCTAPRENYL-METHYL-METHOXY-BENZOQ-OH-MON,Metabolism,3136
chiP,G6370_RNA,G6370-MONOMER,Metabolism,3137
dtpD,G6378_RNA,B0709-MONOMER,Metabolism,3140
pxpB,G6380_RNA,G6380-MONOMER,Metabolism,3142
pxpC,G6381_RNA,G6381-MONOMER,Metabolism,3143
pxpA,G6382_RNA,G6382-MONOMER,Metabolism,3144
zitB,G6393_RNA,B0752-MONOMER,Metabolism,3154
pgl,G6397_RNA,6PGLUCONOLACT-MONOMER,Metabolism,3158
clsB,G6406_RNA,G6406-MONOMER,Metabolism,3167
ybhR,G6409_RNA,YBHR-MONOMER,Metabolism,3170
ybhS,G6410_RNA,YBHS-MONOMER,Metabolism,3171
ybhF,G6411_RNA,YBHF-MONOMER,Metabolism,3172
fiu,G6414_RNA,G6414-MONOMER,Metabolism,3175
rlmF,G6416_RNA,G6416-MONOMER,Metabolism,3177
opgE,G6418_RNA,G6418-MONOMER,Metabolism,3179
ldtB,G6422_RNA,G6422-MONOMER,Metabolism,3182
ybiV,G6425_RNA,G6425-MONOMER,Metabolism,3185
fsaA,G6428_RNA,G6428-MONOMER,Metabolism,3188
gsiA,G6429_RNA,YLIA-MONOMER,Metabolism,3189
gsiB,G6430_RNA,YLIB-MONOMER,Metabolism,3190
gsiC,G6431_RNA,YLIC-MONOMER,Metabolism,3191
gsiD,G6432_RNA,YLID-MONOMER,Metabolism,3192
rimO,G6435_RNA,G6435-MONOMER,Metabolism,3195
yliI,G6437_RNA,G6437-MONOMER,Metabolism,3197
ybjG,G6439_RNA,G6439-MONOMER,Metabolism,3199
mdfA,G6440_RNA,CMR-MONOMER,Metabolism,3200
ybjI,G6442_RNA,G6442-MONOMER,Metabolism,3202
rlmC,G6449_RNA,G6449-MONOMER,Metabolism,3209
amiD,G6452_RNA,G6452-MONOMER,Metabolism,3212
ltaE,G6455_RNA,LTAA-MONOMER,Metabolism,3215
hcr,G6456_RNA,G6456-MONOMER,Metabolism,3216
hcp,G6457_RNA,G6457-MONOMER,Metabolism,3217
lysO,G6458_RNA,G6458-MONOMER,Metabolism,3218
macA,G6461_RNA,MACA,Metabolism,3221
macB,G6462_RNA,MACB,Metabolism,3222
ycaO,G6468_RNA,G6468-MONOMER,Metabolism,3228
ycaQ,G6471_RNA,G6471-MONOMER,Metabolism,3231
mepK,G6474_RNA,G6474-MONOMER,Metabolism,3234
gloC,G6475_RNA,G6475-MONOMER,Metabolism,3235
ssuC,G6476_RNA,YCBM-MONOMER,Metabolism,3236
ssuD,G6477_RNA,MONOMER-162,Metabolism,3237
ssuA,G6478_RNA,G6478-MONOMER,Metabolism,3238
ssuE,G6479_RNA,MONOMER0-146,Metabolism,3239
ycbX,G6487_RNA,G6487-MONOMER,Metabolism,3247
rlmL,G6488_RNA,G6488-MONOMER,Metabolism,3248
mgsA,G6497_RNA,METHGLYSYN-MONOMER,Metabolism,3257
rlmI,G6501_RNA,G6501-MONOMER,Metabolism,3261
yccX,G6502_RNA,G6502-MONOMER,Metabolism,3262
etp,G6503_RNA,G6503-MONOMER,Metabolism,3263
rutG,G6517_RNA,B1006-MONOMER,Metabolism,3276
rutF,G6518_RNA,G6518-MONOMER,Metabolism,3277
rutE,G6519_RNA,G6519-MONOMER,Metabolism,3278
rutD,G6520_RNA,G6520-MONOMER,Metabolism,3279
rutC,G6521_RNA,G6521-MONOMER,Metabolism,3280
rutB,G6522_RNA,G6522-MONOMER,Metabolism,3281
rutA,G6523_RNA,G6523-MONOMER,Metabolism,3282
pgaD,G6528_RNA,G6528-MONOMER,Metabolism,3284
pgaC,G6529_RNA,G6529-MONOMER,Metabolism,3285
pgaB,G6530_RNA,G6530-MONOMER,Metabolism,3286
dgcT,G6532_RNA,G6532-MONOMER,Metabolism,3288
ghrA,G6539_RNA,G6539-MONOMER,Metabolism,3292
ymdB,G6550_RNA,G6550-MONOMER,Metabolism,3303
clsC,G6551_RNA,G6551-MONOMER,Metabolism,3304
murJ,G6561_RNA,G6561-MONOMER,Metabolism,3313
thiK,G6566_RNA,THIKIN-MONOMER,Metabolism,3318
nagZ,G6567_RNA,G6567-MONOMER,Metabolism,3319
ldtC,G6571_RNA,G6571-MONOMER,Metabolism,3323
lolC,G6573_RNA,YCFU-MONOMER,Metabolism,3325
lolD,G6574_RNA,YCFV-MONOMER,Metabolism,3326
lolE,G6575_RNA,YCFW-MONOMER,Metabolism,3327
nagK,G6576_RNA,G6576-MONOMER,Metabolism,3328
nudJ,G6580_RNA,G6580-MONOMER,Metabolism,3332
rluE,G6581_RNA,G6581-MONOMER,Metabolism,3333
ldcA,G6621_RNA,G6621-MONOMER,Metabolism,3367
emtA,G6622_RNA,G6622-MONOMER,Metabolism,3368
dhaL,G6626_RNA,MONOMER0-1261,Metabolism,3372
dhaK,G6627_RNA,G6627-MONOMER,Metabolism,3373
rnm,G6634_RNA,G6634-MONOMER,Metabolism,3379
pdeR,G6639_RNA,G6639-MONOMER,Metabolism,3384
puuP,G6643_RNA,B1296-MONOMER,Metabolism,3388
puuA,G6644_RNA,G6644-MONOMER,Metabolism,3389
puuD,G6645_RNA,G6645-MONOMER,Metabolism,3390
puuE,G6646_RNA,G6646-MONOMER,Metabolism,3391
ycjM,G6647_RNA,G6647-MONOMER,Metabolism,3392
ycjQ,G6651_RNA,G6651-MONOMER,Metabolism,3396
ycjR,G6652_RNA,G6652-MONOMER,Metabolism,3397
ycjS,G6653_RNA,G6653-MONOMER,Metabolism,3398
ycjT,G6654_RNA,G6654-MONOMER,Metabolism,3399
ycjU,G6655_RNA,G6655-MONOMER,Metabolism,3400
tpx,G6660_RNA,G6660-MONOMER,Metabolism,3404
ycjG,G6661_RNA,G6661-MONOMER,Metabolism,3405
mpaA,G6662_RNA,G6662-MONOMER,Metabolism,3406
mppA,G6665_RNA,G6665-MONOMER,Metabolism,3409
abgB,G6669_RNA,G6669-MONOMER,Metabolism,3413
abgA,G6670_RNA,G6670-MONOMER,Metabolism,3414
dgcM,G6673_RNA,G6673-MONOMER,Metabolism,3417
zntB,G6674_RNA,G6674-MONOMER,Metabolism,3418
ttcA,G6675_RNA,G6675-MONOMER,Metabolism,3419
ydbK,G6701_RNA,G6701-MONOMER,Metabolism,3439
paaZ,G6708_RNA,G6708-MONOMER,Metabolism,3445
paaA,G6709_RNA,G6709-MONOMER,Metabolism,3446
paaB,G6710_RNA,G6710-MONOMER,Metabolism,3447
paaC,G6711_RNA,G6711-MONOMER,Metabolism,3448
paaE,G6713_RNA,G6713-MONOMER,Metabolism,3450
paaF,G6714_RNA,G6714-MONOMER,Metabolism,3451
paaG,G6715_RNA,G6715-MONOMER,Metabolism,3452
paaH,G6716_RNA,G6716-MONOMER,Metabolism,3453
paaI,G6717_RNA,G6717-MONOMER,Metabolism,3454
paaJ,G6718_RNA,G6718-MONOMER,Metabolism,3455
paaK,G6719_RNA,G6719-MONOMER,Metabolism,3456
paaY,G6721_RNA,G6721-MONOMER,Metabolism,3458
azoR,G6731_RNA,G6731-MONOMER,Metabolism,3466
rlhA,G6746_RNA,G6746-MONOMER,Metabolism,3476
patD,G6755_RNA,G6755-MONOMER,Metabolism,3484
mnaT,G6759_RNA,G6759-MONOMER,Metabolism,3488
curA,G6760_RNA,G6760-MONOMER,Metabolism,3489
ansP,G6764_RNA,ANSP-MONOMER,Metabolism,3493
nhoA,G6770_RNA,G6770-MONOMER,Metabolism,3497
adhP,G6775_RNA,ADHP-MONOMER,Metabolism,3501
ddpX,G6782_RNA,G6782-MONOMER,Metabolism,3508
dosP,G6783_RNA,G6783-MONOMER,Metabolism,3509
dosC,G6784_RNA,G6784-MONOMER,Metabolism,3510
gadC,G6786_RNA,XASA-MONOMER,Metabolism,3512
lsrK,G6798_RNA,G6798-MONOMER,Metabolism,3522
lsrA,G6800_RNA,YDEX-MONOMER,Metabolism,3524
lsrC,G6801_RNA,YDEY-MONOMER,Metabolism,3525
lsrD,G6802_RNA,YDEZ-MONOMER,Metabolism,3526
lsrB,G6803_RNA,YNEA-MONOMER,Metabolism,3527
lsrF,G6804_RNA,G6804-MONOMER,Metabolism,3528
lsrG,G6805_RNA,G6805-MONOMER,Metabolism,3529
tam,G6806_RNA,G6806-MONOMER,Metabolism,3530
glsB,G6810_RNA,G6810-MONOMER,Metabolism,3534
sad,G6811_RNA,G6811-MONOMER,Metabolism,3535
speG,G6842_RNA,SPERMACTRAN-MONOMER,Metabolism,3564
ynfE,G6845_RNA,G6845-MONOMER,Metabolism,3567
ynfF,G6846_RNA,G6846-MONOMER,Metabolism,3568
ynfG,G6847_RNA,G6847-MONOMER,Metabolism,3569
ynfH,G6848_RNA,G6848-MONOMER,Metabolism,3570
clcB,G6850_RNA,YNFJ-MONOMER,Metabolism,3572
bidA,G6851_RNA,G6851-MONOMER,Metabolism,3573
mdtI,G6857_RNA,B1599-MONOMER,Metabolism,3579
mdtJ,G6858_RNA,B1600-MONOMER,Metabolism,3580
tqsA,G6859_RNA,G6859-MONOMER,Metabolism,3581
folM,G6862_RNA,G6862-MONOMER,Metabolism,3584
dtpA,G6877_RNA,B1634-MONOMER,Metabolism,3599
pdxY,G6879_RNA,PDXY-MONOMER,Metabolism,3601
anmK,G6880_RNA,G6880-MONOMER,Metabolism,3602
sodC,G6886_RNA,G6886-MONOMER,Metabolism,3608
gloA,G6891_RNA,GLYOXI-MONOMER,Metabolism,3613
mepH,G6892_RNA,G6892-MONOMER,Metabolism,3614
fumD,G6903_RNA,G6903-MONOMER,Metabolism,3625
ldtE,G6904_RNA,G6904-MONOMER,Metabolism,3626
sufS,G6906_RNA,G6906-MONOMER,Metabolism,3628
menI,G6912_RNA,G6912-MONOMER,Metabolism,3633
selO,G6924_RNA,G6924-MONOMER,Metabolism,3645
hxpB,G6932_RNA,G6932-MONOMER,Metabolism,3651
tcyP,G6934_RNA,G6934-MONOMER,Metabolism,3653
astE,G6940_RNA,SUCCGLUDESUCC-MONOMER,Metabolism,3659
astB,G6941_RNA,SUCCARGDIHYDRO-MONOMER,Metabolism,3660
astD,G6942_RNA,SUCCGLUALDDEHYD-MONOMER,Metabolism,3661
astA,G6943_RNA,ARGSUCCTRAN-MONOMER,Metabolism,3662
astC,G6944_RNA,SUCCORNTRANSAM-MONOMER,Metabolism,3663
ynjE,G6952_RNA,G6952-MONOMER,Metabolism,3671
nudG,G6954_RNA,G6954-MONOMER,Metabolism,3673
ydjG,G6958_RNA,G6958-MONOMER,Metabolism,3677
ydjH,G6959_RNA,G6959-MONOMER,Metabolism,3678
ydjI,G6960_RNA,G6960-MONOMER,Metabolism,3679
yeaE,G6967_RNA,G6967-MONOMER,Metabolism,3685
yeaG,G6969_RNA,G6969-MONOMER,Metabolism,3687
dgcJ,G6972_RNA,G6972-MONOMER,Metabolism,3690
nimT,G6977_RNA,B1791-MONOMER,Metabolism,3695
dgcP,G6980_RNA,G6980-MONOMER,Metabolism,3698
leuE,G6984_RNA,G6984-MONOMER,Metabolism,3702
dmlA,G6986_RNA,G6986-MONOMER,Metabolism,3704
yeaW,G6988_RNA,G6988-MONOMER,Metabolism,3706
yeaX,G6989_RNA,G6989-MONOMER,Metabolism,3707
tsaB,G6991_RNA,G6991-MONOMER,Metabolism,3709
mntP,G6999_RNA,G6999-MONOMER,Metabolism,3717
msrC,G7005_RNA,G7005-MONOMER,Metabolism,3723
rsmF,G7008_RNA,G7008-MONOMER,Metabolism,3726
pphA,G7011_RNA,G7011-MONOMER,Metabolism,3729
znuA,G7017_RNA,ZNUA-MONOMER,Metabolism,3735
znuC,G7018_RNA,ZNUC-MONOMER,Metabolism,3736
cmoA,G7020_RNA,G7020-MONOMER,Metabolism,3738
cmoB,G7021_RNA,G7021-MONOMER,Metabolism,3739
torZ,G7022_RNA,G7022-MONOMER,Metabolism,3740
tcyL,G7037_RNA,G7037-MONOMER,Metabolism,3753
dcyD,G7038_RNA,DCYSDESULF-MONOMER,Metabolism,3754
tcyJ,G7039_RNA,G7039-MONOMER,Metabolism,3755
dgcQ,G7049_RNA,G7049-MONOMER,Metabolism,3761
hchA,G7055_RNA,G7055-MONOMER,Metabolism,3764
hiuH,G7058_RNA,G7058-MONOMER,Metabolism,3767
msrP,G7059_RNA,G7059-MONOMER,Metabolism,3768
msrQ,G7060_RNA,G7060-MONOMER,Metabolism,3769
mtfA,G7063_RNA,G7063-MONOMER,Metabolism,3772
shiA,G7067_RNA,SHIA-MONOMER,Metabolism,3774
yeeO,G7070_RNA,YEEO-MONOMER,Metabolism,3777
ldtA,G7073_RNA,G7073-MONOMER,Metabolism,3780
ugd,G7091_RNA,UGD-MONOMER,Metabolism,3795
wcaL,G7095_RNA,G7095-MONOMER,Metabolism,3799
wcaK,G7096_RNA,G7096-MONOMER,Metabolism,3800
wzxC,G7097_RNA,G7097-MONOMER,Metabolism,3801
wcaJ,G7098_RNA,G7098-MONOMER,Metabolism,3802
wcaF,G7099_RNA,G7099-MONOMER,Metabolism,3803
wcaE,G7100_RNA,G7100-MONOMER,Metabolism,3804
wcaC,G7102_RNA,G7102-MONOMER,Metabolism,3806
wcaB,G7103_RNA,G7103-MONOMER,Metabolism,3807
wcaA,G7104_RNA,G7104-MONOMER,Metabolism,3808
wzc,G7105_RNA,G7105-MONOMER,Metabolism,3809
wzb,G7106_RNA,G7106-MONOMER,Metabolism,3810
wza,G7107_RNA,G7107-MONOMER,Metabolism,3811
pphC,G7111_RNA,G7111-MONOMER,Metabolism,3815
mdtA,G7113_RNA,MDTA,Metabolism,3817
mdtB,G7114_RNA,B2075-MONOMER,Metabolism,3818
mdtC,G7115_RNA,B2076-MONOMER,Metabolism,3819
yegS,G7123_RNA,G7123-MONOMER,Metabolism,3824
fbaB,G7129_RNA,FRUCBISALD-CLASSI-MONOMER,Metabolism,3828
thiD,G7135_RNA,HMP-P-KIN-MONOMER,Metabolism,3834
rcnA,G7138_RNA,G7138-MONOMER,Metabolism,3836
preT,G7145_RNA,G7145-MONOMER,Metabolism,3839
lpxT,G7146_RNA,G7146-MONOMER,Metabolism,3840
mepS,G7147_RNA,G7147-MONOMER,Metabolism,3841
yfaU,G7158_RNA,G7158-MONOMER,Metabolism,3847
rhmD,G7160_RNA,G7160-MONOMER,Metabolism,3849
nudI,G7164_RNA,G7164-MONOMER,Metabolism,3853
arnB,G7166_RNA,G7166-MONOMER,Metabolism,3855
arnC,G7167_RNA,G7167-MONOMER,Metabolism,3856
arnA,G7168_RNA,G7168-MONOMER,Metabolism,3857
arnD,G7169_RNA,G7169-MONOMER,Metabolism,3858
arnT,G7170_RNA,G7170-MONOMER,Metabolism,3859
arnF,G7171_RNA,G7171-MONOMER,Metabolism,3860
rbn,G7175_RNA,G7175-MONOMER,RNA Decay,3864
elaD,G7176_RNA,G7176-MONOMER,Metabolism,3865
alaA,G7184_RNA,G7184-MONOMER,Metabolism,3872
yfbR,G7185_RNA,G7185-MONOMER,Metabolism,3873
hxpA,G7187_RNA,G7187-MONOMER,Metabolism,3875
folX,G7195_RNA,H2NTPEPIM-MONOMER,Metabolism,3883
mnmC,G7199_RNA,G7199-MONOMER,Metabolism,3887
epmC,G7201_RNA,G7201-MONOMER,Metabolism,3889
sixA,G7211_RNA,G7211-MONOMER,Metabolism,3897
fadJ,G7212_RNA,G7212-MONOMER,Metabolism,3898
fadI,G7213_RNA,G7213-MONOMER,Metabolism,3899
yfdH,G7220_RNA,G7220-MONOMER,Metabolism,3906
yfdR,G7230_RNA,G7230-MONOMER,Metabolism,3914
emrK,G7233_RNA,G7233-MONOMER,Metabolism,3917
yfdE,G7234_RNA,G7234-MONOMER,Metabolism,3918
oxc,G7236_RNA,G7236-MONOMER,Metabolism,3920
frc,G7237_RNA,G7237-MONOMER,Metabolism,3921
lpxP,G7241_RNA,PALMITOTRANS-MONOMER,Metabolism,3925
alaC,G7242_RNA,G7242-MONOMER,Metabolism,3926
ypdE,G7247_RNA,G7247-MONOMER,Metabolism,3931
ypdF,G7248_RNA,G7248-MONOMER,Metabolism,3932
mntH,G7254_RNA,YFEP-MONOMER,Metabolism,3937
pdxK,G7259_RNA,PDXK-MONOMER,Metabolism,3942
murQ,G7263_RNA,G7263-MONOMER,Metabolism,3946
murP,G7264_RNA,MONOMER0-5,Metabolism,3947
yfeW,G7265_RNA,G7265-MONOMER,Metabolism,3948
yfeX,G7266_RNA,G7266-MONOMER,Metabolism,3949
eutE,G7285_RNA,G7285-MONOMER,Metabolism,3968
eutD,G7288_RNA,G7288-MONOMER,Metabolism,3971
maeB,G7293_RNA,MALIC-NADP-MONOMER,Metabolism,3976
tmcA,G7297_RNA,G7297-MONOMER,Metabolism,3979
focB,G7309_RNA,FOCB-MONOMER,Metabolism,3990
bepA,G7311_RNA,G7311-MONOMER,Metabolism,3992
pdeF,G7314_RNA,G7314-MONOMER,Metabolism,3995
der,G7319_RNA,G7319-MONOMER,Metabolism,4000
iscU,G7324_RNA,G7324-MONOMER,Metabolism,4005
iscS,G7325_RNA,G7325-MONOMER,Metabolism,4006
trmJ,G7327_RNA,G7327-MONOMER,Metabolism,4008
hcaT,G7330_RNA,HCAT-MONOMER,Metabolism,4011
hcaC,G7334_RNA,HCAC-MONOMER,Metabolism,4013
hcaB,G7335_RNA,PHENPRODIOLDEHYDROG-MONOMER,Metabolism,4014
hcaD,G7336_RNA,HCAD-MONOMER,Metabolism,4015
tapT,G7349_RNA,G7349-MONOMER,Metabolism,4028
patZ,G7350_RNA,G7350-MONOMER,Metabolism,4029
rnlA,G7365_RNA,G7365-MONOMER,RNA Decay,4041
glaH,G7394_RNA,G7394-MONOMER,Metabolism,4059
alaE,G7399_RNA,G7399-MONOMER,Metabolism,4064
